"sseqid","entrezgene_id","function","external_gene_name"
"AT2G47360",819349,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:819349]","AT2G47360"
"AT2G47400",819353,"CP12 domain-containing protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:819353]","CP12-1"
"AT2G47420",819355,"Ribosomal RNA adenine dimethylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819355]","DIM1A"
"AT2G47440",819357,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819357]","AT2G47440"
"AT2G47470",819360,"thioredoxin family protein [Source:NCBI gene (formerly Entrezgene);Acc:819360]","UNE5"
"AT2G47500",819363,"P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:819363]","AT2G47500"
"AT2G47560",819369,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819369]","AT2G47560"
"AT2G47580",819371,"spliceosomal protein U1A [Source:NCBI gene (formerly Entrezgene);Acc:819371]","U1A"
"AT2G47600",819373,"magnesium/proton exchanger [Source:NCBI gene (formerly Entrezgene);Acc:819373]","MHX"
"AT2G47680",819381,"zinc finger (CCCH type) helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819381]","AT2G47680"
"AT2G47710",819384,"Adenine nucleotide alpha hydrolases-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819384]","AT2G47710"
"AT2G47750",819387,"putative indole-3-acetic acid-amido synthetase GH3.9 [Source:NCBI gene (formerly Entrezgene);Acc:819387]","GH3.9"
"AT2G47780",819390,"Rubber elongation factor protein (REF) [Source:NCBI gene (formerly Entrezgene);Acc:819390]","AT2G47780"
"AT2G47790",819391,"Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819391]","AT2G47790"
"AT2G47800",819392,"multidrug resistance-associated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:819392]","ABCC4"
"AT2G47810",819393,"nuclear factor Y, subunit B5 [Source:NCBI gene (formerly Entrezgene);Acc:819393]","NF-YB5"
"AT2G47820",819394,"arginine-glutamic acid dipeptide repeat protein [Source:NCBI gene (formerly Entrezgene);Acc:819394]","AT2G47820"
"AT2G47830",819395,"Cation efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:819395]","AT2G47830"
"AT2G47920",819404,"Kinase interacting (KIP1-like) family protein [Source:NCBI gene (formerly Entrezgene);Acc:819404]","NET3C"
"AT2G47970",819409,"Nuclear pore localization protein NPL4 [Source:NCBI gene (formerly Entrezgene);Acc:819409]","AT2G47970"
"AT2G47980",819410,"sister-chromatid cohesion protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:819410]","SCC3"
"AT2G47990",819411,"transducin family protein / WD-40 repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:819411]","SWA1"
"AT2G48020",819414,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819414]","AT2G48020"
"AT2G48030",819415,"DNAse I-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819415]","AT2G48030"
"AT2G48070",819419,"resistance to phytophthora 1 [Source:NCBI gene (formerly Entrezgene);Acc:819419]","RPH1"
"AT2G48140",819426,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819426]","EDA4"
"AT2G48160",819428,"Tudor/PWWP/MBT domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:819428]","AT2G48160"
"AT3G01280",820914,"voltage dependent anion channel 1 [Source:NCBI gene (formerly Entrezgene);Acc:820914]","VDAC1"
"AT3G01300",820989,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820989]","AT3G01300"
"AT3G01340",821216,"Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821216]","AT3G01340"
"AT3G01360",821158,"plant viral-response family protein (DUF716) [Source:NCBI gene (formerly Entrezgene);Acc:821158]","AT3G01360"
"AT3G01390",821130,"vacuolar membrane ATPase 10 [Source:NCBI gene (formerly Entrezgene);Acc:821130]","VMA10"
"AT3G01410",821319,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821319]","AT3G01410"
"AT3G01420",821135,"Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821135]","DOX1"
"AT3G01430",821144,"NHL domain protein [Source:NCBI gene (formerly Entrezgene);Acc:821144]","AT3G01430"
"AT3G01435",2745869,"Expressed protein [Source:NCBI gene (formerly Entrezgene);Acc:2745869]","AT3G01435"
"AT3G01450",821140,"ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821140]","AT3G01450"
"AT3G01470",821138,"homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:821138]","HB-1"
"AT3G01550",821114,"phosphoenolpyruvate (pep)/phosphate translocator 2 [Source:NCBI gene (formerly Entrezgene);Acc:821114]","PPT2"
"AT3G01560",821110,"proline-rich receptor-like kinase, putative (DUF1421) [Source:NCBI gene (formerly Entrezgene);Acc:821110]","AT3G01560"
"AT3G01570",821106,"Oleosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:821106]","AT3G01570"
"AT3G01580",821107,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821107]","AT3G01580"
"AT3G01650",819911,"RING domain ligase1 [Source:NCBI gene (formerly Entrezgene);Acc:819911]","RGLG1"
"AT3G01720",821091,"peptidyl serine alpha-galactosyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:821091]","AT3G01720"
"AT3G01740",821088,"Mitochondrial ribosomal protein L37 [Source:NCBI gene (formerly Entrezgene);Acc:821088]","AT3G01740"
"AT3G01750",821087,"Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:821087]","AT3G01750"
"AT3G01790",821078,"Ribosomal protein L13 family protein [Source:NCBI gene (formerly Entrezgene);Acc:821078]","AT3G01790"
"AT3G01810",821073,"EEIG1/EHBP1 protein amino-terminal domain protein [Source:NCBI gene (formerly Entrezgene);Acc:821073]","AT3G01810"
"AT3G01820",821071,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821071]","AT3G01820"
"AT3G01830",820033,"Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:820033]","AT3G01830"
"AT3G01860",820070,"","AT3G01860"
"AT3G01910",820118,"sulfite oxidase [Source:NCBI gene (formerly Entrezgene);Acc:820118]","SOX"
"AT3G01920",821220,"DHBP synthase RibB-like alpha/beta domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:821220]","AT3G01920"
"AT3G01930",821218,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821218]","AT3G01930"
"AT3G02010",821085,"Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821085]","AT3G02010"
"AT3G02065",821155,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821155]","AT3G02065"
"AT3G02100",820287,"UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820287]","AT3G02100"
"AT3G02210",821245,"COBRA-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:821245]","COBL1"
"AT3G02220",821238,"small acidic-like protein [Source:NCBI gene (formerly Entrezgene);Acc:821238]","AT3G02220"
"AT3G02320",820451,"N2,N2-dimethylguanosine tRNA methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:820451]","AT3G02320"
"AT3G02440",821154,"TRICHOME BIREFRINGENCE-LIKE 20 [Source:NCBI gene (formerly Entrezgene);Acc:821154]","TBL20"
"AT3G02555",820627,"","AT3G02555"
"AT3G02645",10723101,"transmembrane protein, putative (DUF247) [Source:NCBI gene (formerly Entrezgene);Acc:10723101]","AT3G02645"
"AT3G02650",821285,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821285]","AT3G02650"
"AT3G02690",821274,"nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:821274]","AT3G02690"
"AT3G02720",820875,"Class I glutamine amidotransferase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820875]","DJ1D"
"AT3G02730",821260,"thioredoxin F-type 1 [Source:NCBI gene (formerly Entrezgene);Acc:821260]","TRXF1"
"AT3G02740",821256,"Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:821256]","AT3G02740"
"AT3G02750",820909,"Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:820909]","AT3G02750"
"AT3G02820",821018,"zinc knuckle (CCHC-type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:821018]","AT3G02820"
"AT3G02850",821052,"STELAR K+ outward rectifier [Source:NCBI gene (formerly Entrezgene);Acc:821052]","SKOR"
"AT3G02875",821199,"Peptidase M20/M25/M40 family protein [Source:NCBI gene (formerly Entrezgene);Acc:821199]","ILR1"
"AT3G02940",821178,"myb domain protein 107 [Source:NCBI gene (formerly Entrezgene);Acc:821178]","MYB107"
"AT3G03050",821148,"cellulose synthase-like D3 [Source:NCBI gene (formerly Entrezgene);Acc:821148]","CSLD3"
"AT3G03100",821104,"NADH:ubiquinone oxidoreductase, 17.2kDa subunit [Source:NCBI gene (formerly Entrezgene);Acc:821104]","AT3G03100"
"AT3G03140",821075,"Tudor/PWWP/MBT superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821075]","AT3G03140"
"AT3G03150",821070,"","AT3G03150"
"AT3G03300",821300,"dicer-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:821300]","DCL2"
"AT3G03305",821291,"Calcineurin-like metallo-phosphoesterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821291]","AT3G03305"
"AT3G03310",821286,"lecithin:cholesterol acyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:821286]","LCAT3"
"AT3G03330",821281,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821281]","AT3G03330"
"AT3G03340",821276,"LUC7 related protein [Source:NCBI gene (formerly Entrezgene);Acc:821276]","UNE6"
"AT3G03450",821251,"RGA-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:821251]","RGL2"
"AT3G03630",821203,"cysteine synthase 26 [Source:NCBI gene (formerly Entrezgene);Acc:821203]","CS26"
"AT3G03680",821190,"C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821190]","AT3G03680"
"AT3G03760",821165,"LOB domain-containing protein 20 [Source:NCBI gene (formerly Entrezgene);Acc:821165]","LBD20"
"AT3G03770",821164,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821164]","AT3G03770"
"AT3G03773",821159,"HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821159]","AT3G03773"
"AT3G03780",821147,"methionine synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:821147]","MS2"
"AT3G03860",821101,"APR-like 5 [Source:NCBI gene (formerly Entrezgene);Acc:821101]","APRL5"
"AT3G03890",821082,"FMN binding protein [Source:NCBI gene (formerly Entrezgene);Acc:821082]","AT3G03890"
"AT3G03920",821062,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1 protein [Source:NCBI gene (formerly Entrezgene);Acc:821062]","AT3G03920"
"AT3G03960",819549,"TCP-1/cpn60 chaperonin family protein [Source:NCBI gene (formerly Entrezgene);Acc:819549]","AT3G03960"
"AT3G03980",819553,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819553]","AT3G03980"
"AT3G04030",819558,"Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819558]","MYR2"
"AT3G04070",819562,"NAC domain containing protein 47 [Source:NCBI gene (formerly Entrezgene);Acc:819562]","NAC047"
"AT3G04240",819579,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819579]","SEC"
"AT3G04260",819581,"plastid transcriptionally active 3 [Source:NCBI gene (formerly Entrezgene);Acc:819581]","PTAC3"
"AT3G04300",819585,"RmlC-like cupins superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819585]","AT3G04300"
"AT3G04440",819599,"Plasma-membrane choline transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:819599]","AT3G04440"
"AT3G04460",819602,"peroxin-12 [Source:NCBI gene (formerly Entrezgene);Acc:819602]","PEX12"
"AT3G04480",819604,"endoribonuclease [Source:NCBI gene (formerly Entrezgene);Acc:819604]","AT3G04480"
"AT3G04530",819609,"phosphoenolpyruvate carboxylase kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:819609]","PPCK2"
"AT3G04590",819615,"AT hook motif DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:819615]","AT3G04590"
"AT3G04600",819617,"Nucleotidylyl transferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819617]","AT3G04600"
"AT3G04720",819632,"pathosis-related 4 [Source:NCBI gene (formerly Entrezgene);Acc:819632]","PR4"
"AT3G04760",819636,"Pentatricopeptide repeat (PPR-like) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819636]","AT3G04760"
"AT3G04780",819638,"PITH domain protein (DUF1000) [Source:NCBI gene (formerly Entrezgene);Acc:819638]","AT3G04780"
"AT3G04790",819639,"Ribose 5-phosphate isomerase, type A protein [Source:NCBI gene (formerly Entrezgene);Acc:819639]","EMB3119"
"AT3G04820",819642,"Pseudouridine synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819642]","AT3G04820"
"AT3G04870",819647,"zeta-carotene desaturase [Source:NCBI gene (formerly Entrezgene);Acc:819647]","ZDS"
"AT3G04890",819649,"adenine phosphoribosyltransferase-like protein, putative (DUF2358) [Source:NCBI gene (formerly Entrezgene);Acc:819649]","AT3G04890"
"AT3G04950",819655,"SEC-C motif protein [Source:NCBI gene (formerly Entrezgene);Acc:819655]","AT3G04950"
"AT3G04970",819657,"DHHC-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:819657]","AT3G04970"
"AT3G05010",819662,"Protein of unknown function, transmembrane-40 [Source:NCBI gene (formerly Entrezgene);Acc:819662]","Cand2"
"AT3G05030",819665,"sodium hydrogen exchanger 2 [Source:NCBI gene (formerly Entrezgene);Acc:819665]","NHX2"
"AT3G05130",819675,"paramyosin-like protein [Source:NCBI gene (formerly Entrezgene);Acc:819675]","AT3G05130"
"AT3G05200",819684,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819684]","ATL6"
"AT3G05270",819691,"filament-like protein (DUF869) [Source:NCBI gene (formerly Entrezgene);Acc:819691]","AT3G05270"
"AT3G05290",819693,"peroxisomal adenine nucleotide carrier 1 [Source:NCBI gene (formerly Entrezgene);Acc:819693]","PNC1"
"AT3G05327",3768801,"Cyclin family protein [Source:NCBI gene (formerly Entrezgene);Acc:3768801]","AT3G05327"
"AT3G05330",819697,"cyclin family [Source:NCBI gene (formerly Entrezgene);Acc:819697]","ATN"
"AT3G05410",819705,"Photosystem II reaction center PsbP family protein [Source:NCBI gene (formerly Entrezgene);Acc:819705]","AT3G05410"
"AT3G05420",819707,"acyl-CoA binding protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:819707]","ACBP4"
"AT3G05470",819712,"Actin-binding FH2 (formin homology 2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:819712]","AT3G05470"
"AT3G05500",819715,"Rubber elongation factor protein (REF) [Source:NCBI gene (formerly Entrezgene);Acc:819715]","AT3G05500"
"AT3G05510",819716,"Phospholipid/glycerol acyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819716]","AT3G05510"
"AT3G05530",819718,"regulatory particle triple-A ATPase 5A [Source:NCBI gene (formerly Entrezgene);Acc:819718]","RPT5A"
"AT3G05545",819720,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819720]","AT3G05545"
"AT3G05550",819721,"Hypoxia-responsive family protein [Source:NCBI gene (formerly Entrezgene);Acc:819721]","AT3G05550"
"AT3G05580",819724,"Calcineurin-like metallo-phosphoesterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819724]","TOPP9"
"AT3G05590",819725,"ribosomal protein L18 [Source:NCBI gene (formerly Entrezgene);Acc:819725]","RPL18"
"AT3G05600",819726,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819726]","AT3G05600"
"AT3G05610",819727,"Plant invertase/pectin methylesterase inhibitor superfamily [Source:NCBI gene (formerly Entrezgene);Acc:819727]","AT3G05610"
"AT3G05620",819728,"Plant invertase/pectin methylesterase inhibitor superfamily [Source:NCBI gene (formerly Entrezgene);Acc:819728]","AT3G05620"
"AT3G05625",819729,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819729]","AT3G05625"
"AT3G05660",819733,"receptor like protein 33 [Source:NCBI gene (formerly Entrezgene);Acc:819733]","RLP33"
"AT3G05680",819736,"embryo defective 2016 [Source:NCBI gene (formerly Entrezgene);Acc:819736]","EMB2016"
"AT3G05700",819739,"Drought-responsive family protein [Source:NCBI gene (formerly Entrezgene);Acc:819739]","AT3G05700"
"AT3G05740",819743,"RECQ helicase l1 [Source:NCBI gene (formerly Entrezgene);Acc:819743]","RECQI1"
"AT3G05810",819750,"IGR motif protein [Source:NCBI gene (formerly Entrezgene);Acc:819750]","AT3G05810"
"AT3G05870",819756,"anaphase-promoting complex/cyclosome 11 [Source:NCBI gene (formerly Entrezgene);Acc:819756]","APC11"
"AT3G05890",819758,"Low temperature and salt responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:819758]","RCI2B"
"AT3G05940",819764,"organic solute transporter ostalpha protein (DUF300) [Source:NCBI gene (formerly Entrezgene);Acc:819764]","AT3G05940"
"AT3G05950",819765,"RmlC-like cupins superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819765]","AT3G05950"
"AT3G05975",819768,"Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:NCBI gene (formerly Entrezgene);Acc:819768]","AT3G05975"
"AT3G05980",819769,"","AT3G05980"
"AT3G06035",819776,"Glycoprotein membrane GPI-anchored [Source:NCBI gene (formerly Entrezgene);Acc:819776]","AT3G06035"
"AT3G06050",819778,"peroxiredoxin IIF [Source:NCBI gene (formerly Entrezgene);Acc:819778]","PRXIIF"
"AT3G06060",819779,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819779]","TSC10A"
"AT3G06130",819786,"Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819786]","AT3G06130"
"AT3G06160",819790,"AP2/B3-like transcriptional factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:819790]","AT3G06160"
"AT3G06180",819792,"Ribosomal protein L34e superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819792]","AT3G06180"
"AT3G06190",819793,"BTB-POZ and MATH domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:819793]","BPM2"
