qseqid	sseqid	pident	length	mismatch	evalue	bitscore
104424758	AT4G21980	65.347	101	7	5.53e-33	124
104424760	AT2G32400	51.435	453	210	4.85e-143	469
104424761	AT2G32390	62.851	463	163	0	615
104424763	AT5G08080	49.398	83	15	7.9e-13	71.6
104424766	AT2G46410	67.857	28	9	1.03e-07	45.8
104424767	AT4G27130	51.685	178	10	1.31e-43	154
104424769	AT5G15180	53.07	228	69	1.79e-60	207
104424771	AT1G05270	73.171	41	11	4.18e-26	72.8
104424772	AT5G57240	39.935	308	147	2.43e-41	158
104424773	AT3G49170	40.299	201	109	9.62e-28	123
104424779	AT1G27170	32.181	376	233	1.85e-50	199
104424780	AT1G03220	57.955	264	103	2.2e-89	285
104424782	AT5G45050	35.246	244	139	1.15e-31	137
104424784	AT3G21820	60	35	14	2.22e-15	55.5
104424788	AT3G25830	62.5	72	27	8.39e-72	104
104424790	AT1G03220	59.545	440	169	7.83e-160	462
104424796	AT3G49170	39.773	176	78	1.68e-22	106
104424800	AT5G36930	37.688	398	227	2.68e-53	207
104424803	AT3G21820	47.154	123	47	2.97e-28	105
104424804	AT4G34200	84.896	192	29	3.1e-101	343
104424809	AT3G21865	59.756	82	5	2.43e-17	85.1
104424810	AT3G23610	78	50	11	1.44e-18	85.9
104424811	AT3G21870	61.429	140	40	6.41e-46	161
104424812	AT5G35730	68.966	87	22	4.98e-29	124
104424813	AT4G15248	64.912	57	20	1.09e-20	87
104424814	AT1G05280	50.549	182	88	1.86e-50	186
104424815	AT5G08550	56.627	498	132	2.43e-147	484
104424817	AT5G54680	52.821	195	41	1.14e-46	166
104424820	AT3G22104	53.619	373	161	4.73e-125	398
104424821	AT3G25830	51.389	72	35	7.22e-35	75.9
104424822	AT4G16730	57.534	73	31	1.29e-45	107
104424823	AT5G12210	83.673	49	8	2.43e-42	95.5
104424824	AT4G03210	66.901	142	40	3.65e-64	216
104424825	AT5G54490	68.807	109	33	1.11e-44	150
104424826	AT4G03230	56.589	387	149	3.94e-137	447
104424827	AT3G23610	71.93	57	16	1.3e-18	86.3
104424828	AT4G27310	68.919	74	23	1.84e-29	116
104424829	AT4G03240	58.491	53	22	2.37e-11	64.7
104424830	AT4G03260	61.244	209	69	6.04e-58	214
104424833	AT1G11360	76.647	167	38	2.79e-61	210
104424834	AT4G03270	45.588	68	34	3e-30	68.9
104424835	AT4G05120	43.296	358	76	5.2e-59	210
104424836	AT4G28100	71.91	178	45	1.42e-81	264
104424838	AT1G03940	37.838	333	179	5.61e-55	197
104424839	AT1G03940	44.371	151	80	7.37e-22	99
104424840	AT1G03940	37.168	339	179	2.68e-55	200
104424841	AT2G20900	56.784	199	32	2.4e-55	202
104424842	AT4G10270	46.154	78	35	3.93e-05	43.9
104424843	AT4G10265	42.308	78	29	1.3e-07	47.8
104424844	AT4G10270	41.558	77	37	3.19e-09	52
104424846	AT4G21450	78.571	42	9	1.04e-13	72
104424847	AT4G28240	46.237	93	42	7.8e-14	66.2
104424848	AT1G12470	61.438	153	26	1.18e-47	189
104424849	AT2G44480	64.773	88	30	2.62e-46	111
104424850	AT5G42250	43.689	103	55	6.84e-20	92.8
104424851	AT1G32780	32.338	201	88	2.66e-18	88.2
104424852	AT1G77120	46.809	94	48	9.72e-21	95.1
104424854	AT5G19050	86	50	7	3.28e-19	92.8
104424855	AT2G20800	64.444	90	30	2.6e-42	115
104424856	AT4G05020	56.989	93	36	7.64e-67	107
104424857	AT2G20820	54.167	24	11	0.001	40
104424858	AT1G45616	36.064	940	494	1.35e-118	397
104424860	AT2G20830	59.639	166	67	1.39e-62	214
104424861	AT2G33840	77.451	102	21	1.67e-54	167
104424862	AT2G20830	56.471	170	59	7.97e-51	172
104424863	AT5G19040	60.87	299	112	1.48e-113	346
104424864	AT1G03520	76.023	171	41	5.45e-90	294
104424865	AT3G49142	67.442	645	204	0	903
104424866	AT4G28190	52.941	170	66	1.47e-44	163
104424868	AT1G73710	62.148	922	336	0	1169
104424869	AT2G20840	62.195	82	2	6.19e-21	94.7
104424870	AT2G20860	88.976	127	14	4.65e-72	246
104424872	AT1G11120	78.049	41	8	1.89e-11	63.9
104424874	AT4G03415	58.013	312	51	5.87e-112	345
104424875	AT4G14230	56.198	121	45	7.88e-45	97.8
104424876	AT1G03600	78.571	112	24	1.92e-59	186
104424877	AT4G03420	60.674	89	4	7.13e-44	101
104424878	AT5G54160	52.885	104	48	7.38e-26	111
104424879	AT5G54160	39.592	245	140	1.29e-46	172
104424880	AT5G54160	40.574	244	137	1.29e-48	177
104424882	AT5G54160	38.723	235	138	4.47e-48	176
104424883	AT5G54160	39.184	245	143	4.09e-48	176
104424884	AT2G20875	86.364	66	9	7.78e-32	119
104424886	AT2G14830	46.212	132	42	8.48e-26	111
104424887	AT2G20880	49.55	222	55	1.92e-53	190
104424888	AT4G03430	79.676	925	178	0	1430
104424889	AT3G06180	70.109	184	51	5.47e-62	213
104424890	AT2G20780	77.363	455	100	0	653
104424892	AT2G20780	67.043	443	141	0	593
104424893	AT2G20780	69.231	455	136	0	561
104424899	AT4G03490	42.529	174	92	3.61e-30	127
104424900	AT5G19020	50.078	643	266	0	628
104424901	AT1G23280	82.222	45	8	5.73e-28	85.1
104424902	AT4G03510	44.928	207	97	2.31e-48	172
104424903	AT5G24900	51.538	130	63	2.81e-41	157
104424904	AT4G28290	72.727	33	5	1.09e-06	46.6
104424905	AT2G20690	73.077	208	55	2.44e-96	311
104424907	AT1G03910	67.308	52	17	1.21e-22	73.2
104424909	AT5G60030	50.667	75	33	1.82e-15	77.8
104424911	AT2G31300	80	30	6	4.15e-12	57
104424913	AT1G07430	34.328	201	82	3.11e-19	89.4
104424915	AT4G03540	41.463	123	35	1.52e-16	77.4
104424916	AT5G24900	51.449	138	67	2.14e-37	146
104424917	AT4G28300	64	100	36	5.45e-35	141
104424918	AT4G03560	80.851	47	9	1.44e-16	88.2
104424919	AT4G03560	78.723	47	10	1.19e-15	85.1
104424920	AT4G03560	37.342	158	57	1.64e-22	108
104424921	AT3G23580	85.714	56	8	2.28e-22	100
104424922	AT4G03550	76.365	1667	366	0	2517
104424923	AT2G20680	52.866	157	69	1.23e-45	172
104424924	AT4G03600	47.887	142	67	7.43e-15	72.4
104424925	AT1G53050	66.129	248	41	1.44e-98	334
104424926	AT4G32480	60.465	129	50	7.5e-48	167
104424927	AT4G20970	32.09	134	61	3.85e-10	59.7
104424928	AT4G22930	82.258	62	11	1.22e-26	115
104424929	AT4G28365	58.209	67	28	4.38e-29	80.9
104424930	AT4G23160	37.931	145	83	2.29e-30	106
104424931	AT4G28370	71.429	126	27	1.06e-51	194
104424932	AT4G28380	69.069	333	101	1.29e-163	469
104424933	AT4G28390	69.512	164	46	2.04e-64	224
104424934	AT2G33810	58.209	67	23	4.96e-17	78.6
104424935	AT1G03770	83.721	43	7	2.09e-22	81.3
104424936	AT5G44240	74.167	120	29	3.2e-46	185
104424937	AT2G20585	66.667	42	14	1.95e-12	65.1
104424938	AT3G23600	70	50	15	3.29e-16	80.5
104424939	AT5G44200	83.117	77	13	1.12e-37	143
104424940	AT5G01305	83.607	61	10	3.42e-24	96.3
104424941	AT5G54830	66.591	886	280	0	1174
104424942	AT4G28450	36.965	257	30	2.42e-37	148
104424943	AT2G20580	47.809	251	52	1.09e-48	191
104424944	AT3G05890	78.571	28	6	2.1e-08	51.2
104424945	AT3G23600	76	50	12	1.18e-17	85.1
104424946	AT3G05870	93.023	43	3	1.39e-21	90.9
104424947	AT2G20570	81.633	49	9	1.26e-17	87.8
104424949	AT5G44180	48.78	328	128	2.31e-110	254
104424951	AT4G28500	78.862	123	25	6.47e-49	176
104424952	AT5G44160	89.855	138	14	3.55e-71	245
104424953	AT5G44150	34.167	120	65	3.05e-05	48.5
104424954	AT1G28480	63.208	106	38	9.6e-38	131
104424955	AT5G44140	57.778	180	30	1.24e-50	181
104424959	AT3G23600	72	50	14	7.99e-17	82
104424963	AT2G47500	76.404	89	18	5.71e-59	138
104424964	AT2G19930	52.83	53	25	5.85e-09	60.8
104424966	AT1G28510	66.667	54	18	1.18e-16	79.3
104424967	AT1G06290	60.494	162	62	2.5e-54	204
104424968	AT3G23600	74	50	13	2.68e-17	83.6
104424970	AT5G54060	46.841	459	236	5.72e-126	405
104424972	AT4G35950	92.105	38	3	5.83e-37	79
104424973	AT2G42390	69.048	42	13	3.5e-13	70.5
104424974	AT2G42380	53.659	123	33	2.64e-18	88.2
104424975	AT3G58100	68.605	86	27	7.34e-38	136
104424976	AT2G42360	44.69	226	112	2.37e-31	119
104424977	AT3G15030	56.364	165	62	7.71e-39	150
104424978	AT5G19010	71.141	149	17	8.83e-79	204
104424979	AT3G58590	48.957	719	366	0	704
104424980	AT1G71260	39.474	152	26	5.24e-24	103
104424981	AT2G45340	56.863	51	22	4.92e-09	58.9
104424982	AT5G44230	59.187	615	249	0	776
104424983	AT1G06240	62.143	140	26	5.23e-46	171
104424985	AT2G23755	58	50	21	5.05e-21	56.6
104424987	AT2G40200	33.333	144	89	1.89e-13	72
104424988	AT3G06200	61.649	279	98	2.32e-108	335
104424989	AT3G58610	92.188	128	10	4.14e-71	251
104424992	AT2G42580	68.224	107	34	2.21e-46	160
104424993	AT1G06320	34.211	76	47	3.37e-05	45.8
104424994	AT4G21470	87.5	24	3	3.98e-05	48.5
104424997	AT2G42610	84.783	92	13	1.65e-45	162
104424998	AT2G42620	63.3	703	238	0	802
104425000	AT2G19130	61.981	313	115	1.51e-117	395
104425003	AT5G18980	61.669	887	273	0	940
104425004	AT2G30990	38.037	326	143	1.93e-34	141
104425005	AT2G42700	60.115	524	190	4.54e-151	486
104425006	AT2G42710	48.649	111	48	4.46e-15	80.5
104425007	AT3G58690	87.654	81	10	1.41e-41	158
104425008	AT5G05340	68.508	181	54	9.37e-75	245
104425009	AT1G06390	59.278	194	26	2.96e-65	225
104425010	AT5G46680	48.559	451	229	2.06e-140	435
104425011	AT4G14290	60.759	79	17	1.07e-18	92.8
104425012	AT2G42750	51.825	137	16	4.25e-37	145
104425013	AT1G29280	38.922	167	76	8.07e-23	99.8
104425016	AT1G35710	47.423	97	44	5.04e-16	81.3
104425017	AT1G06400	77.397	146	31	4.81e-71	236
104425018	AT2G42770	52.809	89	13	2.2e-35	86.7
104425020	AT2G30900	45.455	154	47	1.48e-32	128
104425021	AT2G30900	55.67	97	42	4.89e-44	118
104425023	AT2G30910	40.206	97	23	2.97e-08	59.3
104425025	AT3G58730	78.244	262	57	1.81e-146	432
104425026	AT4G18950	56.637	113	45	1.72e-25	113
104425028	AT3G42170	34.334	533	331	1.09e-104	351
104425029	AT1G66200	75	64	16	6.27e-96	100
104425030	AT3G58780	80	60	10	5.09e-24	104
104425031	AT1G78570	83.333	522	86	0	923
104425032	AT5G01300	52.551	196	54	2.11e-61	193
104425033	AT3G58800	64.983	297	103	1.02e-133	399
104425034	AT2G42840	56.14	114	46	1.13e-18	87.8
104425035	AT2G42940	64.453	256	78	2e-75	248
104425039	AT5G07710	38.158	152	66	5.79e-22	101
104425040	AT3G58830	51.977	177	76	2.88e-45	159
104425041	AT3G58660	55.782	294	127	6.61e-87	276
104425042	AT1G29400	65.873	126	14	6.33e-63	165
104425043	AT2G42900	34.872	195	94	2.58e-30	102
104425045	AT4G18160	49.077	271	129	2.48e-61	217
104425047	AT1G29860	90	40	4	1.18e-16	81.6
104425048	AT3G59110	58.804	301	83	8.54e-83	282
104425049	AT4G17010	47.059	68	27	7.78e-07	52
104425050	AT5G50890	71.512	344	87	5.02e-170	492
104425051	AT1G06550	47.482	139	9	2.93e-42	110
104425052	AT3G59080	64.659	498	147	2.59e-180	531
104425053	AT1G06560	42.857	266	54	8.47e-44	171
104425054	AT2G30880	54.237	118	52	4.82e-24	107
104425055	AT2G43000	77.907	86	16	9.97e-38	142
104425056	AT2G30860	68.056	144	46	3e-63	208
104425057	AT2G30870	68.531	143	45	7.7e-65	213
104425058	AT2G30870	66.434	143	48	2.19e-63	208
104425060	AT2G30870	62.025	158	59	4.78e-58	200
104425061	AT2G30870	58.896	163	62	6.3e-62	204
104425062	AT2G30870	66.434	143	48	7.99e-63	207
104425063	AT2G30860	57.143	105	44	1.59e-46	122
104425065	AT2G30820	42.703	185	81	1.5e-38	130
104425066	AT3G59040	68.932	206	39	9.02e-84	288
104425067	AT4G30080	69.21	367	92	2.65e-163	508
104425068	AT2G37220	58.261	115	39	4.03e-26	110
104425069	AT2G18660	34.118	85	45	0.000883	40.4
104425070	AT5G04220	65.517	87	30	8.67e-31	125
104425071	AT5G03280	48.03	939	438	0	650
104425074	AT5G03280	48.03	939	438	0	650
104425075	AT2G37025	44.898	98	53	3.22e-16	82
104425076	AT3G09830	82.222	90	16	2.97e-72	162
104425077	AT2G36990	40.221	271	113	2.54e-42	165
104425078	AT3G53230	94.717	265	14	0	517
104425079	AT5G35630	69.767	43	8	5.83e-28	60.5
104425080	AT3G08850	71.429	119	34	4.29e-59	182
104425081	AT5G03340	93.091	275	18	0	519
104425082	AT3G08820	56.342	678	294	0	797
104425083	AT3G53230	80.812	271	52	2.44e-143	400
104425084	AT3G53230	91.882	271	22	2.15e-176	511
104425085	AT2G38440	34.615	286	168	7.33e-25	115
104425088	AT5G05350	55.037	536	207	0	544
104425089	AT5G01750	70.37	81	23	4.2e-50	124
104425090	AT3G08850	57.812	192	19	2.31e-68	201
104425091	AT3G08860	54.321	162	21	3.53e-48	180
104425093	AT2G40435	67.241	58	19	5.82e-19	84.3
104425094	AT5G05340	53.716	296	92	9.38e-101	310
104425098	AT2G30970	49.045	157	40	4.39e-40	155
104425099	AT3G51730	47.059	68	36	9.7e-15	75.1
104425100	AT3G51650	58.683	501	195	9.68e-111	375
104425101	AT5G01830	59.209	657	243	0	684
104425102	AT2G30400	71.014	69	20	3.81e-25	107
104425103	AT2G38500	40.397	151	69	6.73e-17	84
104425104	AT3G51610	33.766	77	16	4.69e-06	50.1
104425105	AT2G38510	54.077	466	208	6.04e-169	496
104425106	AT5G01850	98.148	54	1	2.04e-27	115
104425107	AT5G59310	52.252	111	46	6.18e-19	80.5
104425108	AT5G59320	54.444	90	40	1.23e-26	100
104425110	AT2G04865	37.864	103	61	2.06e-09	62.8
104425111	AT5G01880	58.385	161	58	9.95e-45	154
104425112	AT2G38550	55.385	130	57	1.54e-36	143
104425113	AT2G30290	68.534	232	72	3.8e-109	363
104425114	AT5G43180	52.688	186	73	2.12e-45	130
104425115	AT2G38290	73.113	212	52	6.82e-95	315
104425117	AT3G56400	50	56	27	2.02e-09	60.1
104425118	AT5G04930	59.193	446	174	2.41e-158	525
104425119	AT3G18030	73.214	112	30	1.29e-52	182
104425120	AT5G01920	84.783	138	21	1.24e-62	221
104425121	AT2G38570	44.048	84	9	9.54e-10	61.6
104425123	AT3G08710	72	50	14	2.29e-17	80.9
104425124	AT3G08670	53.901	141	44	4.49e-29	125
104425125	AT1G32070	79.412	34	7	6.75e-10	62.8
104425127	AT3G08650	74.725	273	67	4.16e-94	319
104425128	AT3G08640	73.77	244	55	5.65e-101	312
104425130	AT3G08600	56.338	284	116	8.58e-66	223
104425131	AT5G01960	50.286	175	48	5.72e-31	129
104425132	AT3G06250	62.281	114	43	5.07e-74	153
104425133	AT5G01980	42.636	258	104	6.71e-52	191
104425134	AT5G01990	41.611	149	28	1.53e-34	86.7
104425136	AT5G24910	63.768	138	50	5.02e-55	201
104425137	AT4G20780	61.579	190	68	4.48e-72	220
104425139	AT2G28330	32.787	122	53	4.75e-08	53.5
104425140	AT3G05975	32.716	162	106	1.21e-25	106
104425141	AT3G54200	45.399	163	89	8.86e-36	133
104425142	AT3G54200	51.534	163	79	1.41e-44	157
104425143	AT3G54200	50.307	163	81	4.58e-43	152
104425144	AT1G09780	86.62	142	19	3.92e-76	265
104425145	AT5G01015	50.602	83	30	2.75e-10	57.8
104425146	AT3G15810	32.215	149	87	5.04e-17	80.9
104425147	AT3G06250	60.71	761	283	0	951
104425149	AT2G38670	90.226	133	13	5.23e-66	231
104425150	AT5G01010	77.049	61	14	4.14e-29	103
104425151	AT2G38660	79.268	82	17	4.17e-56	139
104425152	AT3G54220	90.071	141	14	3.31e-106	268
104425153	AT4G07400	48.187	193	96	5.16e-46	173
104425154	AT3G22330	84.286	140	22	1.02e-71	254
104425155	AT5G60580	68.085	94	24	2.08e-35	137
104425156	AT3G22290	55.682	88	10	4.54e-18	89.7
104425157	AT4G14965	73.684	57	15	2.44e-20	92.8
104425158	AT3G42860	34.752	141	70	2.18e-17	86.3
104425159	AT2G32170	35.849	159	43	2.68e-17	89
104425160	AT3G22270	56.652	699	265	0	711
104425161	AT1G64890	63.456	353	120	1.93e-112	358
104425162	AT4G15475	69.63	135	41	5.35e-50	190
104425163	AT1G30620	85.106	47	7	7.27e-34	90.1
104425164	AT3G22260	46.154	78	9	1.22e-09	61.6
104425166	AT3G22200	45.752	153	23	2.58e-36	113
104425167	AT4G15120	80.556	36	7	0.000504	41.6
104425168	AT3G12750	52.174	184	75	2.56e-54	191
104425169	AT4G15530	87.5	80	10	1.24e-71	153
104425170	AT3G12750	52.471	263	78	6.12e-60	205
104425172	AT3G22150	61.977	789	283	0	1039
104425173	AT3G21760	52.147	489	220	5.18e-155	460
104425174	AT3G12750	52.551	196	70	2.25e-57	198
104425175	AT5G60870	50.35	143	54	3.48e-26	113
104425176	AT4G03205	59.375	192	67	7.43e-50	177
104425177	AT5G24740	32.992	976	574	1.45e-123	444
104425178	AT5G65760	47.222	72	37	8.72e-24	72.8
104425179	AT1G79500	89.655	29	3	1.64e-14	55.5
104425180	AT4G12750	60.287	209	73	5.73e-95	236
104425181	AT1G61520	92.271	207	16	6.21e-123	361
104425182	AT4G11120	75.248	101	23	6.02e-42	160
104425183	AT4G12650	84.462	650	100	0	1111
104425184	AT5G18920	84.615	26	4	2.03e-07	48.9
104425185	AT2G03870	100	27	0	2.48e-09	56.6
104425186	AT2G30280	39.474	114	37	8.23e-14	75.1
104425187	AT2G30270	77.5	40	9	1.11e-12	67.8
104425188	AT5G48310	47.059	255	52	4.55e-55	213
104425189	AT4G12640	44.604	417	199	1.5e-88	310
104425190	AT5G48300	92.553	94	7	1.55e-76	193
104425191	AT5G48300	97.368	38	1	2.29e-31	82
104425193	AT4G21860	80	55	11	1.22e-40	95.9
104425194	AT3G07600	48.214	56	23	2.28e-05	44.3
104425195	AT5G48290	51.923	52	22	0.000211	43.1
104425198	AT5G48250	60.209	191	51	1.13e-62	220
104425199	AT5G48240	41.216	148	33	7.71e-13	72
104425200	AT5G53480	60.52	808	311	0	929
104425201	AT2G04240	54.268	164	68	4.34e-50	172
104425202	AT2G04280	70.538	353	100	0	491
104425204	AT5G18930	63.248	351	108	2.89e-151	434
104425205	AT3G07660	59.412	170	64	1.03e-34	146
104425206	AT2G04340	73.611	72	19	8.84e-29	114
104425207	AT2G04350	51.412	177	34	1.73e-86	173
104425208	AT2G04360	55.294	85	28	1e-19	92.8
104425209	AT5G43940	58.273	139	27	4.25e-42	160
104425211	AT2G20310	44.444	72	34	1.26e-20	70.1
104425213	AT2G20310	48.611	72	34	1.3e-19	71.6
104425214	AT2G20320	75.362	69	17	1.44e-40	119
104425215	AT1G47380	55.224	67	27	7.88e-16	80.9
104425216	AT2G20330	59.524	252	48	3e-114	306
104425217	AT4G21192	54.023	87	10	1.42e-18	82
104425219	AT2G20340	78.824	85	18	5.12e-37	148
104425220	AT1G04120	72.485	676	175	0	967
104425221	AT2G45570	43.721	215	112	3.88e-47	178
104425222	AT2G20360	54.455	101	20	1.02e-31	86.7
104425224	AT4G28660	70.068	147	41	3.3e-65	217
104425225	AT4G28650	67.404	859	267	0	1053
104425226	AT4G28640	49.524	105	37	3.28e-22	99
104425227	AT1G04090	58.088	544	207	0	629
104425228	AT5G43960	55.882	102	45	1.73e-21	100
104425229	AT1G04080	45.122	246	66	2.08e-38	158
104425230	AT3G52970	43.21	162	87	5.45e-34	139
104425231	AT5G43970	77.027	74	17	2.33e-34	119
104425232	AT1G04520	47.664	214	108	1.29e-62	211
104425233	AT1G27170	39.216	153	90	8.36e-72	111
104425234	AT5G44000	61.026	195	72	4.46e-92	209
104425235	AT5G43990	41.555	373	173	5.41e-81	282
104425237	AT3G10260	70.492	61	18	1.51e-42	92
104425239	AT1G69730	65.605	314	103	1.55e-126	421
104425240	AT4G23160	43.624	447	235	2.35e-106	371
104425241	AT3G04070	59.322	177	29	2.4e-61	209
104425242	AT5G61430	80	100	19	2.53e-60	162
104425243	AT2G33260	64.352	432	124	1.37e-151	465
104425244	AT1G33720	54.106	207	94	1.76e-62	220
104425245	AT1G08570	82.759	116	20	3.35e-64	216
104425246	AT2G37680	82.692	52	7	1.97e-19	89.4
104425247	AT3G04030	46.792	265	113	5.55e-53	189
104425249	AT2G19440	77.126	341	78	0	560
104425250	AT2G23840	75.862	29	7	4.71e-08	57
104425251	AT3G13445	55.319	94	15	6.74e-22	95.9
104425252	AT3G03980	67.647	136	44	1.95e-79	166
104425253	AT3G03980	72.263	137	38	1.92e-60	203
104425255	AT5G18210	68.841	138	43	8.2e-59	199
104425256	AT3G03980	73.913	138	36	1.37e-61	213
104425260	AT4G13180	67.407	135	44	1.71e-62	203
104425261	AT4G13650	56.646	978	400	0	1140
104425263	AT1G54385	68.119	436	120	0	558
104425264	AT1G55370	62.319	69	26	5.28e-22	99.4
104425265	AT1G64770	65.806	155	53	7.74e-56	195
104425266	AT3G03960	50	86	40	2.72e-26	80.1
104425267	AT1G33720	55.34	206	92	3.18e-65	228
104425268	AT5G18190	77.358	53	12	3.08e-64	85.1
104425269	AT3G03920	64.754	122	12	1.08e-42	153
104425270	AT5G18140	57.082	233	93	1.86e-57	201
104425271	AT3G03890	85.714	35	5	4.12e-27	63.9
104425273	AT5G18130	38.926	149	68	2.95e-13	70.9
104425274	AT3G03860	37.589	141	59	2.12e-16	82.4
104425275	AT3G21530	49.324	296	118	2.45e-61	211
104425277	AT3G13540	86.076	79	11	5.24e-40	146
104425281	AT5G17980	72.396	768	204	0	1159
104425283	AT5G01550	50.464	646	307	0	646
104425284	AT3G62800	54.43	79	36	9.06e-38	98.6
104425285	AT5G17920	67	200	28	2.54e-146	271
104425286	AT5G20980	81.395	86	16	2.41e-124	160
104425287	AT3G21550	58.696	184	64	1.29e-57	184
104425289	AT5G17920	64.091	220	46	4.54e-114	263
104425290	AT3G03780	72.165	97	26	1.14e-102	151
104425292	AT3G03773	54.128	109	42	3.11e-26	105
104425293	AT2G36900	56.41	78	27	5.32e-21	93.2
104425294	AT3G03770	62.808	406	144	2.29e-131	434
104425295	AT3G21550	58.282	163	65	7.87e-61	193
104425296	AT3G03760	87.952	83	10	3.19e-44	160
104425297	AT5G35220	88.514	148	17	3.76e-80	276
104425298	AT5G21010	84.298	121	19	1.65e-66	232
104425299	AT5G37480	46.875	96	45	3.17e-21	90.9
104425300	AT1G58030	54.967	151	26	3.63e-34	142
104425301	AT5G17840	71.739	92	26	2.16e-29	115
104425302	AT3G03680	79.573	749	138	0	1217
104425307	AT5G39660	84.507	71	11	6.54e-36	143
104425308	AT1G69560	82.278	79	14	5.45e-39	148
104425309	AT5G17770	87.234	47	6	3.56e-19	90.5
104425310	AT3G03630	60.504	119	46	9.63e-38	148
104425311	AT1G08810	59.542	131	2	5.4e-43	155
104425312	AT1G08700	61.378	479	141	1.82e-167	485
104425313	AT1G08710	42.529	174	61	5.09e-44	104
104425314	AT4G15545	76.562	64	15	1.26e-20	95.1
104425315	AT1G08680	59.843	127	50	7.22e-26	116
104425316	AT5G17710	69.364	173	53	1.07e-57	203
104425317	AT5G17700	60.894	179	70	3.26e-58	207
104425318	AT3G21510	45.556	90	6	6.63e-13	67.4
104425319	AT1G22180	54.839	155	31	1.23e-44	164
104425320	AT3G48890	78.462	65	14	7.23e-27	109
104425322	AT2G40935	72.603	73	20	1.98e-30	120
104425327	AT1G08080	52	75	36	2.83e-22	99
104425330	AT2G41510	61.321	106	41	1.55e-117	149
104425331	AT2G41510	61.321	106	41	6.55e-117	149
104425333	AT4G03020	63.918	97	35	2.2e-32	134
104425334	AT3G57270	63.175	315	111	2.27e-121	369
104425335	AT5G03960	35.036	137	81	1.35e-11	68.6
104425336	AT5G03990	53.982	113	52	2.41e-36	140
104425337	AT2G41460	76.25	80	19	3.22e-34	138
104425339	AT3G57190	60.274	73	29	1.88e-18	90.1
104425340	AT4G25310	45.455	110	57	1.27e-51	107
104425341	AT5G04040	83.891	478	76	0	821
104425342	AT3G10190	48.851	174	72	8.65e-46	156
104425343	AT4G29090	30.952	462	288	5.01e-58	208
104425344	AT1G43760	27.219	338	219	1.08e-29	126
104425347	AT4G33430	49.621	264	93	6.04e-73	236
104425350	AT2G36430	43.78	418	217	7.03e-102	311
104425351	AT4G33430	40.701	371	159	1.82e-76	249
104425352	AT2G36430	44.903	412	204	4.32e-110	340
104425353	AT1G71830	42.386	394	161	3.07e-70	251
104425356	AT2G41370	75.602	332	61	1.11e-141	452
104425360	AT2G41380	61.395	215	79	3.43e-92	274
104425361	AT2G41380	48.756	201	98	2.55e-70	201
104425362	AT4G21800	55.696	237	40	1.07e-73	249
104425363	AT1G20510	61.111	54	21	3.16e-19	70.5
